,sid,scode,click,unclick,buy,sell,first_exposed_time,last_interaction_time,p_berr,price,pricedollar,change,changepct,changepctparenthesis,volume,color,name
0,11,IONQ,1,0,0,0,0,0,0.896394309730359,139.0600,$139.0600,-4.9500,-3.44%,(-3.44%),"114,748",/#3485FF,"Advanced Micro Devices, Inc."
1,9,HD,0,1,0,0,0,-1,0.6049988597892813,"2,875.9300","$2,875.9300",25.5200,0.90%,(0.90%),"2,325",/#E24A4A,Alphabet Inc Class C
2,5,NVDA,0,1,0,0,0,-1,0.5539058715481571,61.5800,$61.5800,0.7000,1.15%,(1.15%),"2,676",/#E24A4A,Exxon Mobil Corp
3,18,PFE,0,1,0,0,0,-1,0.4811037942263013,168.9100,$168.9100,-1.3600,-0.80%,(-0.80%),"4,469",/#3485FF,Nike Inc
4,14,PG,0,1,0,0,0,-1,0.4459243049697819,152.1500,$152.1500,2.2600,1.51%,(1.51%),"7,743",/#E24A4A,Procter & Gamble Co
5,8,V,0,1,0,0,0,-1,0.4454524891732314,113.3600,$113.3600,2.1200,1.91%,(1.91%),"13,676",/#E24A4A,Starbucks Corporation
6,15,MA,0,1,0,0,0,-1,0.4417455756734642,300.3700,$300.3700,-6.5600,-2.14%,(-2.14%),"160,379",/#3485FF,NVIDIA Corporation
7,0,AAPL,0,1,0,0,0,-1,0.3981484027842738,116.7800,$116.7800,12.1100,11.57%,(11.57%),"106,020",/#E24A4A,Rivian Automotive Inc
8,19,NKE,1,0,0,0,0,0,0.3588654122439389,333.3300,$333.3300,11.2800,3.50%,(3.50%),"3,529",/#E24A4A,Mastercard Inc
9,16,ADBE,0,1,0,0,0,-1,0.3241730856171679,44.1500,$44.1500,0.2800,0.64%,(0.64%),"13,148",/#E24A4A,Bank of America Corp
10,4,LCID,0,1,0,0,0,-1,0.3140710055332125,"3,427.3700","$3,427.3700",37.5800,1.11%,(1.11%),"7,085",/#E24A4A,"Amazon.com, Inc."
11,10,JNJ,1,0,0,0,0,0,0.2662997949496878,51.4800,$51.4800,-2.7800,-5.12%,(-5.12%),"49,076",/#3485FF,Pfizer Inc.
12,118,SBUX,0,0,0,0,1,-1,0.26431406553066544,113.3600,,2.1200,1.91%,(1.91%),"11,019",,Starbucks Corporation
13,13,BAC,0,1,0,0,0,-1,0.19572578508613545,165.3200,$165.3200,3.4800,2.15%,(2.15%),"273,787",/#E24A4A,Apple Inc
14,6,XOM,0,1,0,0,0,-1,0.1921442028448124,326.1900,$326.1900,3.1800,0.98%,(0.98%),"50,035",/#E24A4A,Microsoft Corporation
15,12,WMT,0,1,0,0,0,-1,0.1447128893994379,612.6900,$612.6900,10.5600,1.75%,(1.75%),"6,034",/#E24A4A,Netflix Inc
16,3,AMZN,0,1,0,0,0,-1,0.12388870713927701,202.6800,$202.6800,6.3800,3.25%,(3.25%),"8,925",/#E24A4A,Visa Inc
17,7,JPM,0,1,0,0,0,-1,0.12120889888157017,415.7000,$415.7000,8.4500,2.07%,(2.07%),"1,730",/#E24A4A,Home Depot Inc
18,17,NFLX,0,1,0,0,0,-1,0.09915103086353608,160.1600,$160.1600,1.9300,1.22%,(1.22%),"3,469",/#E24A4A,JPMorgan Chase & Co.
19,2,GOOG,0,1,0,0,0,-1,0.09282975418518277,18.7900,$18.7900,-0.0600,-0.32%,(-0.32%),"121,617",/#3485FF,IONQ Inc
20,116,TSM,0,0,0,0,-1,-1,0.06282874078266022,119.1400,,-0.3300,-0.28%,(-0.28%),"22,268",,Taiwan Semiconductor Mfg. Co. Ltd.
21,1,MSFT,0,1,0,0,0,-1,0.059207981791213705,147.5700,$147.5700,0.6800,0.46%,(0.46%),"12,845",/#E24A4A,Unity Software Inc
