,sid,scode,click,unclick,buy,sell,first_exposed_time,last_interaction_time,p_berr,price,pricedollar,change,changepct,changepctparenthesis,volume,color,name
0,3,AMZN,2,1,1050,0,0,2,0.9948526177454893,"2,974.4100","$2,974.4100",13.6800,0.46%,(0.46%),210,/#E24A4A,Alphabet Inc Class C
1,4,LCID,1,2,1000,0,0,1,0.9940553093685961,"3,523.1600","$3,523.1600",-0.1300,0.00%,(0.00%),417,/#3485FF,"Amazon.com, Inc."
2,1,MSFT,1,2,100,0,0,0,0.9520485298323994,44.7200,$44.7200,0.8400,1.91%,(1.91%),"349,871",/#E24A4A,Lucid Group Inc
3,2,GOOG,1,2,50,0,0,0,0.925599041572926,318.2600,$318.2600,-6.0100,-1.85%,(-1.85%),"20,462",/#3485FF,NVIDIA Corporation
4,6,XOM,1,2,100,0,0,1,0.9114710395167983,62.4500,$62.4500,0.1800,0.29%,(0.29%),"1,076",/#E24A4A,Exxon Mobil Corp
5,0,AAPL,1,2,50,0,0,0,0.8351705122504447,160.7100,$160.7100,-1.8600,-1.14%,(-1.14%),946,/#3485FF,JPMorgan Chase & Co.
6,5,NVDA,1,2,10,0,0,1,0.7943767210248628,653.1000,$653.1000,3.1400,0.48%,(0.48%),109,/#E24A4A,Adobe Inc
7,7,JPM,1,2,50,0,0,2,0.7775413490328689,175.0800,$175.0800,3.9000,2.28%,(2.28%),"67,938",/#E24A4A,Apple Inc
8,100,FB,0,0,0,0,3,-1,0.4572362823374006,330.5600,,7.7500,2.40%,(2.40%),"4,923",,Meta Platforms Inc
9,8,V,0,3,0,0,0,-1,0.23657873186506856,164.3400,$164.3400,0.9800,0.60%,(0.60%),270,/#E24A4A,Johnson & Johnson
10,108,MU,0,1,0,0,2,-1,0.22553994773025732,86.0200,,0.1900,0.22%,(0.22%),"0,721",,"Micron Technology, Inc."
11,18,PFE,0,3,0,0,0,-1,0.21665999448053633,86.0200,$86.0200,0.1900,0.22%,(0.22%),"1,042",/#E24A4A,"Micron Technology, Inc."
12,12,WMT,0,3,0,0,0,-1,0.1638249266983949,124.7800,$124.7800,8.7900,7.58%,(7.58%),"7,987",/#E24A4A,Roblox Corp
13,15,MA,0,3,0,0,0,-1,0.13533793763883054,1.1600,$1.1600,0.0400,3.57%,(3.57%),"21,173",/#E24A4A,Camber Energy Inc
14,113,AMD,0,2,0,0,1,-1,0.08422322398276554,145.2400,,0.3900,0.27%,(0.27%),"5,542",,"Advanced Micro Devices, Inc."
15,119,MRNA,0,0,0,0,3,-1,0.08115524017258982,283.4000,,1.0500,0.37%,(0.37%),"2,866",,Moderna Inc
16,19,NKE,0,3,0,0,0,-1,0.06258490468643416,153.9400,$153.9400,0.4400,0.29%,(0.29%),"1,909",/#E24A4A,Unity Software Inc
17,16,ADBE,0,3,0,0,0,-1,0.062236306149204224,121.8000,$121.8000,-0.5200,-0.43%,(-0.43%),"1,019",/#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.
18,110,ASML,0,2,0,0,1,-1,0.06163211493882921,803.9200,,-2.0900,-0.26%,(-0.26%),"0,495",,ASML Holding NV
19,17,NFLX,0,3,0,0,0,-1,0.05947205348497748,51.4000,$51.4000,-0.3200,-0.62%,(-0.62%),"12,654",/#3485FF,Pfizer Inc.
20,14,PG,0,3,0,0,0,-1,0.04231970124523321,330.5600,$330.5600,7.7500,2.40%,(2.40%),"5,739",/#E24A4A,Meta Platforms Inc
21,11,IONQ,0,3,0,0,0,-1,0.03700257562134881,153.3400,$153.3400,2.5800,1.71%,(1.71%),"3,423",/#E24A4A,Walt Disney Co
22,13,BAC,0,3,0,0,0,-1,0.030709145388635402,283.4000,$283.4000,1.0500,0.37%,(0.37%),"3,290",/#E24A4A,Moderna Inc
23,9,HD,0,3,0,0,0,-1,0.030254864926289197,411.2500,$411.2500,-4.7100,-1.13%,(-1.13%),79,/#3485FF,Home Depot Inc
24,116,TSM,0,1,0,0,2,-1,0.026174716704375347,121.8000,,-0.5200,-0.43%,(-0.43%),"0,955",,Taiwan Semiconductor Mfg. Co. Ltd.
25,10,JNJ,0,3,0,0,0,-1,0.0019169760603905783,334.9700,$334.9700,0.0500,0.01%,(0.01%),"6,884",/#E24A4A,Microsoft Corporation
