,sid,scode,click,unclick,buy,sell,first_exposed_time,last_interaction_time,p_berr,price,pricedollar,change,changepct,changepctparenthesis,volume,color,name
0,11,IONQ,1,1,0,0,0,0,0.7829939433543409,139.0600,$139.0600,-4.9500,-3.44%,(-3.44%),"114,748",/#3485FF,"Advanced Micro Devices, Inc."
1,5,NVDA,1,1,0,0,0,1,0.7563971853205751,61.5800,$61.5800,0.7000,1.15%,(1.15%),"2,676",/#E24A4A,Exxon Mobil Corp
2,115,BA,0,0,0,0,2,-1,0.5970289243445024,205.8800,,7.3900,3.72%,(3.72%),"13,538",,Boeing Co
3,3,AMZN,1,1,1,0,0,1,0.5792688920868848,202.6800,$202.6800,6.3800,3.25%,(3.25%),"8,925",/#E24A4A,Visa Inc
4,12,WMT,0,2,0,0,0,-1,0.5135919336063062,612.6900,$612.6900,10.5600,1.75%,(1.75%),"6,034",/#E24A4A,Netflix Inc
5,17,NFLX,0,2,0,0,0,-1,0.4401885037729016,160.1600,$160.1600,1.9300,1.22%,(1.22%),"3,469",/#E24A4A,JPMorgan Chase & Co.
6,118,SBUX,0,1,0,0,1,-1,0.3924134079910513,113.3600,,2.1200,1.91%,(1.91%),"11,019",,Starbucks Corporation
7,8,V,0,2,0,0,0,-1,0.3546205644723204,113.3600,$113.3600,2.1200,1.91%,(1.91%),"13,676",/#E24A4A,Starbucks Corporation
8,7,JPM,0,2,0,0,0,-1,0.3320649828458347,415.7000,$415.7000,8.4500,2.07%,(2.07%),"1,730",/#E24A4A,Home Depot Inc
9,2,GOOG,1,1,1,0,0,1,0.3265883489546733,18.7900,$18.7900,-0.0600,-0.32%,(-0.32%),"121,617",/#3485FF,IONQ Inc
10,1,MSFT,1,1,0,0,0,1,0.2917498715778566,147.5700,$147.5700,0.6800,0.46%,(0.46%),"12,845",/#E24A4A,Unity Software Inc
11,116,TSM,0,1,0,0,2,-1,0.2573590767187679,119.1400,,-0.3300,-0.28%,(-0.28%),"22,268",,Taiwan Semiconductor Mfg. Co. Ltd.
12,16,ADBE,0,2,0,0,0,-1,0.19549198793617537,44.1500,$44.1500,0.2800,0.64%,(0.64%),"13,148",/#E24A4A,Bank of America Corp
13,15,MA,0,2,0,0,0,-1,0.19374273094407765,300.3700,$300.3700,-6.5600,-2.14%,(-2.14%),"160,379",/#3485FF,NVIDIA Corporation
14,104,DIS,0,0,0,0,2,-1,0.18115219995417944,150.3700,,4.1500,2.84%,(2.84%),"18,311",,Walt Disney Co
15,6,XOM,0,2,0,0,0,-1,0.17074853063449807,326.1900,$326.1900,3.1800,0.98%,(0.98%),"50,035",/#E24A4A,Microsoft Corporation
16,0,AAPL,0,2,0,0,0,-1,0.1536302775763615,116.7800,$116.7800,12.1100,11.57%,(11.57%),"106,020",/#E24A4A,Rivian Automotive Inc
17,14,PG,0,2,0,0,0,-1,0.11730399216331533,152.1500,$152.1500,2.2600,1.51%,(1.51%),"7,743",/#E24A4A,Procter & Gamble Co
18,19,NKE,1,1,0,0,0,0,0.1050697038727877,333.3300,$333.3300,11.2800,3.50%,(3.50%),"3,529",/#E24A4A,Mastercard Inc
19,10,JNJ,1,1,0,0,0,0,0.09539538638798489,51.4800,$51.4800,-2.7800,-5.12%,(-5.12%),"49,076",/#3485FF,Pfizer Inc.
20,13,BAC,0,2,0,0,0,-1,0.08756088608636006,165.3200,$165.3200,3.4800,2.15%,(2.15%),"273,787",/#E24A4A,Apple Inc
21,9,HD,0,2,0,0,0,-1,0.04001535151413863,"2,875.9300","$2,875.9300",25.5200,0.90%,(0.90%),"2,325",/#E24A4A,Alphabet Inc Class C
22,18,PFE,0,2,0,0,0,-1,0.03450308931234342,168.9100,$168.9100,-1.3600,-0.80%,(-0.80%),"4,469",/#3485FF,Nike Inc
23,4,LCID,0,2,0,0,0,-1,0.012026908941914473,"3,427.3700","$3,427.3700",37.5800,1.11%,(1.11%),"7,085",/#E24A4A,"Amazon.com, Inc."
