,sid,scode,click,unclick,buy,sell,first_exposed_time,last_interaction_time,p_berr,price,pricedollar,change,changepct,changepctparenthesis,volume,color,name
0,113,AMD,0,0,0,0,4,-1,0.6103579882164597,139.0600,,-4.9500,-3.44%,(-3.44%),"105,643",,"Advanced Micro Devices, Inc."
1,103,RBLX,0,0,0,0,4,-1,0.5731499581702406,113.2500,,-0.5900,-0.52%,(-0.52%),"34,082",,Roblox Corp
2,8,V,2,2,2,0,0,3,0.4405388237495561,113.3600,$113.3600,2.1200,1.91%,(1.91%),"13,676",/#E24A4A,Starbucks Corporation
3,19,NKE,1,3,0,0,0,0,0.4086607709352269,333.3300,$333.3300,11.2800,3.50%,(3.50%),"3,529",/#E24A4A,Mastercard Inc
4,18,PFE,0,4,0,0,0,-1,0.36829717070214,168.9100,$168.9100,-1.3600,-0.80%,(-0.80%),"4,469",/#3485FF,Nike Inc
5,3,AMZN,2,2,1,0,0,3,0.3594879377241719,202.6800,$202.6800,6.3800,3.25%,(3.25%),"8,925",/#E24A4A,Visa Inc
6,14,PG,1,3,0,0,0,2,0.3302423084337946,152.1500,$152.1500,2.2600,1.51%,(1.51%),"7,743",/#E24A4A,Procter & Gamble Co
7,2,GOOG,2,2,1,0,0,2,0.3114775605029397,18.7900,$18.7900,-0.0600,-0.32%,(-0.32%),"121,617",/#3485FF,IONQ Inc
8,10,JNJ,2,2,0,0,0,2,0.30182592342172826,51.4800,$51.4800,-2.7800,-5.12%,(-5.12%),"49,076",/#3485FF,Pfizer Inc.
9,117,MRNA,0,1,0,0,3,-1,0.28782240491723043,265.3300,,-41.3900,-13.49%,(-13.49%),"28,493",,Moderna Inc
10,1,MSFT,1,3,0,0,0,1,0.2623230536053697,147.5700,$147.5700,0.6800,0.46%,(0.46%),"12,845",/#E24A4A,Unity Software Inc
11,5,NVDA,1,3,0,0,0,1,0.2612293012039472,61.5800,$61.5800,0.7000,1.15%,(1.15%),"2,676",/#E24A4A,Exxon Mobil Corp
12,100,FB,0,1,0,0,3,-1,0.23643049763754836,317.8700,,11.0300,3.59%,(3.59%),"36,789",,Meta Platforms Inc
13,4,LCID,0,4,0,0,0,-1,0.22169113356574013,"3,427.3700","$3,427.3700",37.5800,1.11%,(1.11%),"7,085",/#E24A4A,"Amazon.com, Inc."
14,17,NFLX,0,4,0,0,0,-1,0.12554105433788637,160.1600,$160.1600,1.9300,1.22%,(1.22%),"3,469",/#E24A4A,JPMorgan Chase & Co.
15,115,BA,0,2,0,0,2,-1,0.1235463548590869,205.8800,,7.3900,3.72%,(3.72%),"13,538",,Boeing Co
16,116,TSM,0,3,0,0,2,-1,0.1180581081676737,119.1400,,-0.3300,-0.28%,(-0.28%),"22,268",,Taiwan Semiconductor Mfg. Co. Ltd.
17,11,IONQ,1,3,0,0,0,0,0.11167702450672859,139.0600,$139.0600,-4.9500,-3.44%,(-3.44%),"114,748",/#3485FF,"Advanced Micro Devices, Inc."
18,7,JPM,0,4,0,0,0,-1,0.10562961141180197,415.7000,$415.7000,8.4500,2.07%,(2.07%),"1,730",/#E24A4A,Home Depot Inc
19,6,XOM,0,4,0,0,0,-1,0.08303506437881199,326.1900,$326.1900,3.1800,0.98%,(0.98%),"50,035",/#E24A4A,Microsoft Corporation
20,118,SBUX,0,3,0,0,1,-1,0.0763785797848333,113.3600,,2.1200,1.91%,(1.91%),"11,019",,Starbucks Corporation
21,16,ADBE,0,4,0,0,0,-1,0.07586880679131068,44.1500,$44.1500,0.2800,0.64%,(0.64%),"13,148",/#E24A4A,Bank of America Corp
22,104,DIS,0,2,0,0,2,-1,0.06322105334730185,150.3700,,4.1500,2.84%,(2.84%),"18,311",,Walt Disney Co
23,15,MA,0,4,0,0,0,-1,0.06246270119283161,300.3700,$300.3700,-6.5600,-2.14%,(-2.14%),"160,379",/#3485FF,NVIDIA Corporation
24,0,AAPL,1,3,0,0,0,3,0.04779420585370558,116.7800,$116.7800,12.1100,11.57%,(11.57%),"106,020",/#E24A4A,Rivian Automotive Inc
25,9,HD,0,4,0,0,0,-1,0.04454326714678848,"2,875.9300","$2,875.9300",25.5200,0.90%,(0.90%),"2,325",/#E24A4A,Alphabet Inc Class C
26,12,WMT,0,4,0,0,0,-1,0.03369552572454709,612.6900,$612.6900,10.5600,1.75%,(1.75%),"6,034",/#E24A4A,Netflix Inc
27,13,BAC,0,4,0,0,0,-1,0.01752628644883798,165.3200,$165.3200,3.4800,2.15%,(2.15%),"273,787",/#E24A4A,Apple Inc
