,sid,scode,click,unclick,buy,sell,first_exposed_time,last_interaction_time,p_berr,price,pricedollar,change,changepct,changepctparenthesis,volume,color,name
0,3,AMZN,1,3,1000,0,0,1,0.9941296400645546,628.0800,$628.0800,2.5000,0.40%,(0.40%),876,/#E24A4A,Netflix Inc
1,2,GOOG,1,3,1000,0,0,1,0.9922041694161655,170.2500,$170.2500,-1.0400,-0.61%,(-0.61%),187,/#3485FF,Nike Inc
2,7,JPM,1,3,1000,0,0,2,0.9910191189325945,137.1500,$137.1500,-1.4000,-1.01%,(-1.01%),306,/#3485FF,Walmart Inc
3,5,NVDA,2,2,600,0,0,3,0.9899209339971949,20.9700,$20.9700,-0.6000,-2.78%,(-2.78%),"25,869",/#3485FF,IONQ Inc
4,4,LCID,2,2,500,50,0,2,0.9882149508962025,62.4500,$62.4500,0.1800,0.29%,(0.29%),"1,076",/#E24A4A,Exxon Mobil Corp
5,16,ADBE,1,3,300,0,0,0,0.9745829571558893,153.9400,$153.9400,0.4400,0.29%,(0.29%),"1,831",/#E24A4A,Unity Software Inc
6,0,AAPL,1,3,250,0,0,3,0.956574049321114,330.5600,$330.5600,7.7500,2.40%,(2.40%),"5,236",/#E24A4A,Meta Platforms Inc
7,1,MSFT,1,3,50,0,0,3,0.9215091369566042,160.7100,$160.7100,-1.8600,-1.14%,(-1.14%),945,/#3485FF,JPMorgan Chase & Co.
8,10,JNJ,1,3,50,0,0,0,0.8463044561484419,51.4000,$51.4000,-0.3200,-0.62%,(-0.62%),"12,348",/#3485FF,Pfizer Inc.
9,111,CEI,0,0,0,0,4,-1,0.4824816336492099,1.1600,,0.0400,3.57%,(3.57%),"17,233",,Camber Energy Inc
10,106,U,0,0,0,0,4,-1,0.4553347516471992,153.9400,,0.4400,0.29%,(0.29%),"1,194",,Unity Software Inc
11,119,MRNA,0,1,0,0,3,-1,0.44246187338595844,283.4000,,1.0500,0.37%,(0.37%),"2,866",,Moderna Inc
12,100,FB,0,1,0,0,3,-1,0.2864484351289509,330.5600,,7.7500,2.40%,(2.40%),"4,923",,Meta Platforms Inc
13,113,AMD,0,3,0,0,1,-1,0.2084390517812813,145.2400,,0.3900,0.27%,(0.27%),"5,542",,"Advanced Micro Devices, Inc."
14,18,PFE,0,4,0,0,0,-1,0.20552318185802937,318.2600,$318.2600,-6.0100,-1.85%,(-1.85%),"17,815",/#3485FF,NVIDIA Corporation
15,116,TSM,0,2,0,0,3,-1,0.13105058653529372,121.8000,,-0.5200,-0.43%,(-0.43%),"0,955",,Taiwan Semiconductor Mfg. Co. Ltd.
16,14,PG,0,4,0,0,0,-1,0.0904473822586636,175.0800,$175.0800,3.9000,2.28%,(2.28%),"51,517",/#E24A4A,Apple Inc
17,110,ASML,0,3,0,0,1,-1,0.0714119443892886,803.9200,,-2.0900,-0.26%,(-0.26%),"0,495",,ASML Holding NV
18,11,IONQ,0,4,0,0,0,-1,0.07021704124266631,653.1000,$653.1000,3.1400,0.48%,(0.48%),109,/#E24A4A,Adobe Inc
19,13,BAC,0,4,0,0,0,-1,0.053863196570840606,164.3400,$164.3400,0.9800,0.60%,(0.60%),270,/#E24A4A,Johnson & Johnson
20,19,NKE,0,4,0,0,0,-1,0.04296025659215312,152.4300,$152.4300,0.6800,0.45%,(0.45%),35,/#E24A4A,Procter & Gamble Co
21,8,V,0,4,0,0,0,-1,0.032019636641519134,342.3400,$342.3400,2.8300,0.83%,(0.83%),85,/#E24A4A,Mastercard Inc
22,15,MA,0,4,0,0,0,-1,0.021001376426360522,334.9700,$334.9700,0.0500,0.01%,(0.01%),"6,141",/#E24A4A,Microsoft Corporation
23,17,NFLX,0,4,0,0,0,-1,0.01655238010892598,121.8000,$121.8000,-0.5200,-0.43%,(-0.43%),979,/#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.
24,6,XOM,0,4,0,0,0,-1,0.01637186318799168,124.7800,$124.7800,8.7900,7.58%,(7.58%),"5,893",/#E24A4A,Roblox Corp
25,108,MU,0,2,0,0,2,-1,0.005936631396468993,86.0200,,0.1900,0.22%,(0.22%),"0,721",,"Micron Technology, Inc."
26,12,WMT,0,4,0,0,0,-1,0.0016097520156556585,153.3400,$153.3400,2.5800,1.71%,(1.71%),"3,113",/#E24A4A,Walt Disney Co
27,9,HD,0,4,0,0,0,-1,0.0005371254549174841,"2,974.4100","$2,974.4100",13.6800,0.46%,(0.46%),210,/#E24A4A,Alphabet Inc Class C
