,sid,scode,click,unclick,buy,sell,first_exposed_time,last_interaction_time,p_berr,price,pricedollar,change,changepct,changepctparenthesis,volume,color,name
0,113,AMD,0,0,0,0,5,-1,0.816335521673124,139.0600,,-4.9500,-3.44%,(-3.44%),"71,477",,"Advanced Micro Devices, Inc."
1,9,HD,1,4,1,0,0,0,0.5057963789899195,326.1900,$326.1900,3.1800,0.98%,(0.98%),"35,785",/#E24A4A,Microsoft Corporation
2,0,AAPL,3,2,1,2,0,4,0.4773181190047785,113.3600,$113.3600,2.1200,1.91%,(1.91%),"8,945",/#E24A4A,Starbucks Corporation
3,13,BAC,2,3,2,0,0,4,0.4689325888501531,139.0000,$139.0000,1.5200,1.11%,(1.11%),"1,066",/#E24A4A,Walmart Inc
4,17,NFLX,1,4,0,0,0,1,0.39870822331870864,44.8600,$44.8600,-2.4100,-5.10%,(-5.10%),"296,607",/#3485FF,Lucid Group Inc
5,117,MRNA,0,1,0,0,4,-1,0.37505341192464675,265.3300,,-41.3900,-13.49%,(-13.49%),"23,206",,Moderna Inc
6,1,MSFT,1,4,1,0,0,1,0.3185019841494748,44.1500,$44.1500,0.2800,0.64%,(0.64%),"9,499",/#E24A4A,Bank of America Corp
7,11,IONQ,2,3,2,0,0,3,0.3093630536598749,139.0600,$139.0600,-4.9500,-3.44%,(-3.44%),"88,728",/#3485FF,"Advanced Micro Devices, Inc."
8,10,JNJ,1,4,1,0,0,2,0.23671407017149965,612.6900,$612.6900,10.5600,1.75%,(1.75%),"4,147",/#E24A4A,Netflix Inc
9,114,BABA,0,0,0,0,5,-1,0.2180085343739578,123.6000,,11.6400,10.40%,(10.40%),"375,197",,Alibaba Group Holding Ltd - ADR
10,6,XOM,1,4,1,0,0,1,0.20587159496799948,"3,427.3700","$3,427.3700",37.5800,1.11%,(1.11%),"4,663",/#E24A4A,"Amazon.com, Inc."
11,16,ADBE,0,5,0,0,0,-1,0.19663851675694913,300.3700,$300.3700,-6.5600,-2.14%,(-2.14%),"126,867",/#3485FF,NVIDIA Corporation
12,14,PG,2,3,2,0,0,3,0.16568867974479076,150.3700,$150.3700,4.1500,2.84%,(2.84%),"15,818",/#E24A4A,Walt Disney Co
13,3,AMZN,0,5,0,0,0,-1,0.1592556683795543,333.3300,$333.3300,11.2800,3.50%,(3.50%),"2,740",/#E24A4A,Mastercard Inc
14,116,TSM,0,3,0,0,2,-1,0.14476119228556272,119.1400,,-0.3300,-0.28%,(-0.28%),"18,701",,Taiwan Semiconductor Mfg. Co. Ltd.
15,118,SBUX,0,1,0,0,4,-1,0.13609212324697909,113.3600,,2.1200,1.91%,(1.91%),"2,125",,Starbucks Corporation
16,15,MA,0,5,0,0,0,-1,0.10818853336011698,113.2500,$113.2500,-0.5900,-0.52%,(-0.52%),"26,340",/#3485FF,Roblox Corp
17,8,V,1,4,1,0,0,4,0.10027712847321257,18.7900,$18.7900,-0.0600,-0.32%,(-0.32%),"99,555",/#3485FF,IONQ Inc
18,103,RBLX,0,2,0,0,3,-1,0.07998793609789631,113.2500,,-0.5900,-0.52%,(-0.52%),"25,419",,Roblox Corp
19,100,FB,0,4,0,0,1,-1,0.07996575576716604,317.8700,,11.0300,3.59%,(3.59%),"27,387",,Meta Platforms Inc
20,104,DIS,0,3,0,0,2,-1,0.06438400914734022,150.3700,,4.1500,2.84%,(2.84%),"15,663",,Walt Disney Co
21,5,NVDA,0,5,0,0,0,-1,0.0460300111119366,147.5700,$147.5700,0.6800,0.46%,(0.46%),"7,972",/#E24A4A,Unity Software Inc
22,12,WMT,0,5,0,0,0,-1,0.023141802348899135,160.1600,$160.1600,1.9300,1.22%,(1.22%),"1,880",/#E24A4A,JPMorgan Chase & Co.
23,112,ABNB,0,4,0,0,1,-1,0.02261134707429342,180.8500,,14.1000,8.46%,(8.46%),"13,541",,Airbnb Inc
24,2,GOOG,0,5,0,0,0,-1,0.020628194540075286,152.1500,$152.1500,2.2600,1.51%,(1.51%),"1,656",/#E24A4A,Procter & Gamble Co
25,4,LCID,0,5,0,0,0,-1,0.018082802141261425,622.0400,$622.0400,5.5100,0.89%,(0.89%),"1,245",/#E24A4A,Adobe Inc
26,7,JPM,0,5,0,0,0,-1,0.012773180597504439,119.1400,$119.1400,-0.3300,-0.28%,(-0.28%),"19,386",/#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.
27,106,U,0,2,0,0,3,-1,0.012404917555648261,147.5700,,0.6800,0.46%,(0.46%),"7,835",,Unity Software Inc
28,19,NKE,0,5,0,0,0,-1,0.011677154030925944,202.6800,$202.6800,6.3800,3.25%,(3.25%),"5,111",/#E24A4A,Visa Inc
29,18,PFE,0,5,0,0,0,-1,0.003472472201498383,123.6000,$123.6000,11.6400,10.40%,(10.40%),"391,303",/#E24A4A,Alibaba Group Holding Ltd - ADR
