,sid,scode,click,unclick,buy,sell,first_exposed_time,last_interaction_time,p_berr,price,pricedollar,change,changepct,changepctparenthesis,volume,color,name
0,0,AAPL,2,0,1,1,0,1,0.9074055638719587,283.4000,$283.4000,1.0500,0.37%,(0.37%),"7,107,664",/#E24A4A,Moderna Inc
1,15,MA,1,1,0,1,0,0,0.6203133718828348,334.9700,$334.9700,0.0500,0.01%,(0.01%),"24,760,988",/#E24A4A,Microsoft Corporation
2,118,SBUX,0,0,0,0,2,-1,0.6115869047352959,116.2500,,-0.0100,-0.01%,(-0.01%),"5,806,963",,Starbucks Corporation
3,5,NVDA,2,0,2,0,0,1,0.4629709526658361,116.2500,$116.2500,-0.0100,-0.01%,(-0.01%),"5,806,963",/#3485FF,Starbucks Corporation
4,19,NKE,0,2,0,0,0,-1,0.44183326971119746,153.9400,$153.9400,0.4400,0.29%,(0.29%),"4,894,760",/#E24A4A,Unity Software Inc
5,6,XOM,0,2,0,0,0,-1,0.3509939114831484,160.7100,$160.7100,-1.8600,-1.14%,(-1.14%),"11,705,673",/#3485FF,JPMorgan Chase & Co.
6,16,ADBE,0,2,0,0,0,-1,0.27344925724194946,208.9900,$208.9900,1.6200,0.78%,(0.78%),"11,749,206",/#E24A4A,Visa Inc
7,8,V,0,2,0,0,0,-1,0.26818008779909447,170.2500,$170.2500,-1.0400,-0.61%,(-0.61%),"5,614,587",/#3485FF,Nike Inc
8,12,WMT,1,1,0,0,0,1,0.24589055099535514,137.1500,$137.1500,-1.4000,-1.01%,(-1.01%),"11,498,754",/#3485FF,Walmart Inc
9,9,HD,0,2,0,0,0,-1,0.20386830769066921,318.2600,$318.2600,-6.0100,-1.85%,(-1.85%),"47,555,145",/#3485FF,NVIDIA Corporation
10,10,JNJ,0,2,0,0,0,-1,0.20323737069719885,186.4900,$186.4900,3.3500,1.83%,(1.83%),"4,218,671",/#E24A4A,Airbnb Inc
11,13,BAC,0,2,0,0,0,-1,0.18313855884358052,20.9700,$20.9700,-0.6000,-2.78%,(-2.78%),"4,611,596",/#3485FF,IONQ Inc
12,104,DIS,0,0,0,0,2,-1,0.15232705837630053,153.3400,,2.5800,1.71%,(1.71%),"12,886,261",,Walt Disney Co
13,1,MSFT,1,1,0,1,0,1,0.1448401608128996,197.3500,$197.3500,6.3300,3.31%,(3.31%),"14,433,205",/#E24A4A,Paypal Holdings Inc
14,3,AMZN,0,2,0,0,0,-1,0.1382755033601252,164.3400,$164.3400,0.9800,0.60%,(0.60%),"6,216,391",/#E24A4A,Johnson & Johnson
15,17,NFLX,0,2,0,0,0,-1,0.1128191570509438,51.4000,$51.4000,-0.3200,-0.62%,(-0.62%),"37,429,199",/#3485FF,Pfizer Inc.
16,14,PG,0,2,0,0,0,-1,0.10296701798700356,330.5600,$330.5600,7.7500,2.40%,(2.40%),"19,937,722",/#E24A4A,Meta Platforms Inc
17,11,IONQ,0,2,0,0,0,-1,0.09220409767132207,10.3500,$10.3500,0.0600,0.58%,(0.58%),"6,110,440",/#E24A4A,Nikola Corporation
18,2,GOOG,0,2,0,0,0,-1,0.0856898994846155,175.0800,$175.0800,3.9000,2.28%,(2.28%),"116,998,901",/#E24A4A,Apple Inc
19,106,U,0,1,0,0,1,-1,0.04282010586787886,153.9400,,0.4400,0.29%,(0.29%),"4,894,760",,Unity Software Inc
20,18,PFE,0,2,0,0,0,-1,0.03719318938499317,653.1000,$653.1000,3.1400,0.48%,(0.48%),"2,416,232",/#E24A4A,Adobe Inc
21,7,JPM,0,2,0,0,0,-1,0.01599514070044625,"3,523.1600","$3,523.1600",-0.1300,0.00%,(0.00%),"2,262,683",/#3485FF,"Amazon.com, Inc."
22,4,LCID,0,2,0,0,0,-1,0.007146016507164885,628.0800,$628.0800,2.5000,0.40%,(0.40%),"2,220,308",/#E24A4A,Netflix Inc
23,100,FB,0,1,0,0,1,-1,0.005291909722925209,330.5600,,7.7500,2.40%,(2.40%),"19,937,722",,Meta Platforms Inc
