,sid,scode,click,unclick,buy,sell,first_exposed_time,last_interaction_time,p_berr,price,pricedollar,change,changepct,changepctparenthesis,volume,color,name
0,101,UNH,0,0,0,0,5,-1,0.6178559665434697,468.8600,,4.1300,0.89%,(0.89%),"3,228,297",,UnitedHealth Group Inc
1,118,SBUX,0,0,0,0,5,-1,0.5903118425841439,116.2500,,-0.0100,-0.01%,(-0.01%),"5,806,963",,Starbucks Corporation
2,0,AAPL,3,2,0,6,0,3,0.5602686947635871,330.5600,$330.5600,7.7500,2.40%,(2.40%),"19,937,722",/#E24A4A,Meta Platforms Inc
3,2,GOOG,3,2,7,0,0,3,0.5111805292401473,20.9700,$20.9700,-0.6000,-2.78%,(-2.78%),"4,611,596",/#3485FF,IONQ Inc
4,8,V,2,3,3,2,0,4,0.41937123437720725,170.2500,$170.2500,-1.0400,-0.61%,(-0.61%),"5,614,587",/#3485FF,Nike Inc
5,14,PG,1,4,0,5,0,1,0.3772622860164669,62.4500,$62.4500,0.1800,0.29%,(0.29%),"18,214,420",/#E24A4A,Exxon Mobil Corp
6,4,LCID,1,4,0,3,0,3,0.3396442680821756,342.3400,$342.3400,2.8300,0.83%,(0.83%),"4,226,942",/#E24A4A,Mastercard Inc
7,106,U,0,2,0,0,3,-1,0.32867365755039035,153.9400,,0.4400,0.29%,(0.29%),"4,894,760",,Unity Software Inc
8,11,IONQ,1,4,1,0,0,1,0.31538786606470115,208.9900,$208.9900,1.6200,0.78%,(0.78%),"11,749,206",/#E24A4A,Visa Inc
9,10,JNJ,2,3,3,0,0,3,0.308370125967527,125.0800,$125.0800,-0.4900,-0.39%,(-0.39%),"22,275,034",/#3485FF,Alibaba Group Holding Ltd - ADR
10,3,AMZN,1,4,3,0,0,2,0.28431104126442236,653.1000,$653.1000,3.1400,0.48%,(0.48%),"2,416,232",/#E24A4A,Adobe Inc
11,1,MSFT,1,4,2,0,0,4,0.26356933664399246,44.7200,$44.7200,0.8400,1.91%,(1.91%),"50,135,877",/#E24A4A,Lucid Group Inc
12,13,BAC,1,4,0,0,0,4,0.2598266128890301,803.9200,$803.9200,-2.0900,-0.26%,(-0.26%),"551,528",/#3485FF,ASML Holding NV
13,7,JPM,1,4,1,0,0,2,0.2379711327112184,186.4900,$186.4900,3.3500,1.83%,(1.83%),"4,218,671",/#E24A4A,Airbnb Inc
14,5,NVDA,1,4,3,0,0,0,0.23109793163687053,51.4000,$51.4000,-0.3200,-0.62%,(-0.62%),"37,429,199",/#3485FF,Pfizer Inc.
15,17,NFLX,1,4,1,0,0,0,0.22106712410347962,137.1500,$137.1500,-1.4000,-1.01%,(-1.01%),"11,498,754",/#3485FF,Walmart Inc
16,19,NKE,1,4,1,0,0,4,0.17149644372920644,153.9400,$153.9400,0.4400,0.29%,(0.29%),"4,894,760",/#E24A4A,Unity Software Inc
17,103,RBLX,0,4,0,0,1,-1,0.10112663294757762,124.7800,,8.7900,7.58%,(7.58%),"18,413,298",,Roblox Corp
18,112,ABNB,0,1,0,0,4,-1,0.07654669968783952,186.4900,,3.3500,1.83%,(1.83%),"4,218,671",,Airbnb Inc
19,113,AMD,0,4,0,0,1,-1,0.06520779690208449,145.2400,,0.3900,0.27%,(0.27%),"40,977,478",,"Advanced Micro Devices, Inc."
20,9,HD,0,5,0,0,0,-1,0.05982491468221197,152.4300,$152.4300,0.6800,0.45%,(0.45%),"8,329,342",/#E24A4A,Procter & Gamble Co
21,114,BABA,0,2,0,0,3,-1,0.0597906319503654,125.0800,,-0.4900,-0.39%,(-0.39%),"22,275,034",,Alibaba Group Holding Ltd - ADR
22,110,ASML,0,3,0,0,2,-1,0.04853918667258594,803.9200,,-2.0900,-0.26%,(-0.26%),"551,528",,ASML Holding NV
23,16,ADBE,0,5,0,0,0,-1,0.022746288226462248,468.8600,$468.8600,4.1300,0.89%,(0.89%),"3,228,297",/#E24A4A,UnitedHealth Group Inc
24,15,MA,0,5,0,0,0,-1,0.02015661909228207,175.0800,$175.0800,3.9000,2.28%,(2.28%),"116,998,901",/#E24A4A,Apple Inc
25,6,XOM,0,5,0,0,0,-1,0.018798128108181607,122.1200,$122.1200,5.9400,5.11%,(5.11%),"12,815,992",/#E24A4A,Rivian Automotive Inc
26,102,RIVN,0,1,0,0,4,-1,0.011048463661572486,122.1200,,5.9400,5.11%,(5.11%),"12,815,992",,Rivian Automotive Inc
27,100,FB,0,3,0,0,2,-1,0.009910759565716807,330.5600,,7.7500,2.40%,(2.40%),"19,937,722",,Meta Platforms Inc
28,12,WMT,0,5,0,0,0,-1,0.009870715580809037,628.0800,$628.0800,2.5000,0.40%,(0.40%),"2,220,308",/#E24A4A,Netflix Inc
29,18,PFE,0,5,0,0,0,-1,0.008673305698545044,164.3400,$164.3400,0.9800,0.60%,(0.60%),"6,216,391",/#E24A4A,Johnson & Johnson
